7	251644.643877	498952.569324	98.002751
9	251611.086731	498950.155001	98.813168
10	251574.825560	498948.784532	101.073229
11	251599.515926	498951.074784	97.873701
13	251557.321167	498946.487165	98.501429
18	251467.840917	498948.907489	102.336709
20	251458.853892	498953.241799	105.763700
21	251717.563530	498972.272811	94.809441
22	251735.057443	498961.729064	99.923812
23	251655.231451	498973.086405	92.742475
24	251642.407981	498960.669454	96.687243
37	251638.733631	498962.034228	96.522626
39	251718.975110	499033.915664	94.155478
42	251718.425047	499002.210711	93.327397
43	251698.287697	498999.063986	94.113431
44	251696.422013	499010.856468	92.988565
45	251686.412891	498997.847120	93.117606
55	251471.094689	498998.311602	100.621914
58	251466.955553	499020.385706	103.163514
59	251717.764646	499056.593019	93.346323
60	251712.962030	499045.895964	93.429408
61	251726.681092	499059.463456	98.227215
62	251714.620131	499065.821105	95.169165
63	251703.393107	499045.041173	94.706206
64	251642.036343	499069.069483	96.349324
71	251654.348950	499061.608894	96.931922
72	251619.691839	499071.057273	96.883392
75	251514.165026	499070.135660	102.910993
76	251486.910568	499054.065768	102.040452
79	251744.966818	499094.556674	97.409227
80	251734.176561	499102.071550	94.173842
81	251740.923578	499112.028362	93.217243
82	251729.374420	499085.580598	95.031262
83	251646.284967	499077.197354	94.597259
88	251581.073919	499098.406601	95.634172
100	251621.441543	499076.413546	97.008565
103	251492.450812	499075.265498	100.858243
104	251500.290237	499076.349794	103.042163
107	251588.071561	498967.664475	87.198734
110	251756.260465	499005.788280	93.617154
111	251570.421808	498992.085805	86.422237
115	251560.362921	498985.399697	87.973447
116	251697.949080	499044.275800	93.288459
121	251678.313404	499050.256373	93.054276
122	251510.996785	499041.527549	95.359406
123	251500.240650	499048.468988	100.088233
124	251490.463079	499043.660344	96.647819
125	251636.871737	499084.556652	85.108177
126	251498.282703	499071.376696	95.201693
128	251745.204847	499100.539656	94.973526
133	251569.350470	499132.352111	97.965028
135	251595.642941	499122.212149	93.495470
136	251587.184943	499104.047770	93.977590
137	251511.542429	499135.815095	100.714404
138	251553.449849	499122.473625	99.226179
140	251501.250418	499111.715176	98.751592
142	251495.726812	499111.112258	98.610429
145	251698.568090	499002.755841	95.266029
149	251750.648062	499008.548883	97.306130
152	251620.403296	499035.027959	95.311382
154	251498.568240	499050.077736	102.784968
165	251580.900186	499093.564024	96.869122
171	251751.753082	499136.325462	94.876329
172	251766.788395	499150.052088	97.011927
187	251752.951331	499157.591160	95.619093
189	251746.367201	499149.962461	96.738604
190	251593.651759	499161.654749	98.902138
191	251576.085105	499160.583361	100.889304
195	251585.638920	499169.767472	99.303150
196	251600.424156	499167.127249	98.501293
198	251531.962151	499146.245134	102.329678
200	251453.827467	499046.540850	109.899860
201	251487.986934	499054.020042	104.749904
206	251636.015499	499085.686990	93.847541
207	251559.221064	499119.800384	101.623047
208	251499.667334	499121.545579	102.815032
209	251490.619664	499123.485968	102.850119
212	251452.862315	499120.034414	108.199605
213	251598.758833	499156.796827	98.299177
216	251533.427138	499146.214158	101.575841
218	251491.514968	499133.179874	105.914386
221	251769.580759	499163.532549	95.473101
225	251759.810588	499189.120530	98.384998
233	251648.019990	499195.489649	97.491370
234	251657.987882	499195.114054	95.613251
235	251677.104044	499193.748500	93.133030
236	251570.902796	499183.587126	102.850431
242	251589.670015	499180.330331	101.842069
255	251499.756269	499175.663892	110.766233
259	251640.330022	499073.865648	101.764063
262	251487.921598	499111.780184	104.592096
271	251763.563067	499142.817832	95.762456
276	251608.700017	499148.420982	96.099314
281	251576.944882	499141.848649	95.772268
289	251656.274650	499177.844387	95.523572
290	251552.668525	499174.132208	101.338616
294	251562.601922	499167.937637	100.951310
296	251572.744959	499203.645047	104.018875
298	251624.241246	499210.871526	98.389616
300	251584.043096	499213.719961	102.027479
301	251522.171056	499193.309966	107.954761
310	251684.565885	499160.459375	92.006077
312	251665.360461	499169.702553	92.209879
316	251766.055936	499184.238088	92.335014
319	251497.542807	499216.656332	107.924255
321	251662.371046	499239.493954	97.627272
327	251641.474626	499238.878377	97.298406
331	251649.822546	499222.703383	95.286685
332	251582.856006	499230.186628	100.833725
337	251569.371417	499237.757753	102.902667
347	251632.742371	499221.962007	96.593153
349	251611.972351	499241.585709	100.400518
353	251564.612552	499223.500567	102.961734
354	251565.942248	499232.398820	103.362296
355	251491.625000	499241.033723	108.298013
359	251685.618335	499167.860407	95.044982
362	251425.624200	499140.122894	108.248006
365	251459.832538	499170.490204	108.518949
366	251770.440801	499172.245376	94.676634
368	251755.948607	499177.530113	93.539427
369	251433.643294	499184.151499	108.666239
371	251662.680211	499278.935518	97.704097
372	251682.093523	499279.085854	97.842931
375	251657.129783	499273.787261	98.045712
390	251761.058869	499153.252414	106.273500
394	251765.729068	499207.160492	102.875690
395	251653.142598	499203.366413	100.185186
396	251701.599263	499256.175744	95.103319
397	251637.963394	499242.554194	102.177868
399	251509.502863	499250.649523	115.607301
400	251456.819798	499271.788639	110.422210
406	251712.725718	499298.050857	97.540469
410	251720.308134	499308.683243	97.445409
413	251656.667063	499301.368180	105.910229
415	251483.307391	499212.884770	113.928579
416	251565.804405	499234.552291	101.719573
418	251731.791605	499303.424941	94.896459
424	251727.292735	499296.673335	94.414799
431	251623.053264	499272.244127	101.758562
434	251463.117801	499311.831518	101.442349
437	251743.475323	499322.259831	95.389349
438	251693.590515	499341.595571	101.779073
439	251628.067519	499343.716202	101.760030
440	251510.514159	499344.712971	99.348407
442	251485.860043	499342.682157	102.742654
449	251498.574038	499341.420514	99.717566
450	251763.549612	499214.601403	90.522955
451	251476.451461	499255.195955	112.369227
454	251714.942758	499295.892619	94.536514
