1	7	1706.779689	492.5378057
1	9	2131.320276	466.8934171
1	10	2598.589706	447.5078224
1	11	2278.155682	483.9796817
1	13	2817.990915	434.9937521
1	18	3981.113886	463.9999497
1	20	4122.671572	502.9587437
1	21	780.6164767	723.9999497
1	22	545.5285665	575.9999497
1	23	1570.216131	753.0027973
1	24	1733.698687	594.0543886
1	37	4206.217513	671.3254104
1	39	704.9411744	1478.719548
1	42	747.621658	1087.99995
1	43	1003.331675	1051.99995
1	44	1021.554819	1199.108827
1	45	1159.044801	1042.248526
1	55	3960.217513	1075.041658
1	58	4039.878307	1351.664606
1	59	702.2537824	1767.99995
1	60	776.0220035	1632.424405
1	61	552.0226943	1801.704305
1	62	726.9998964	1887.99995
1	63	894.9700173	1622.822228
1	64	1680.705596	1949.093417
1	71	3565.606805	1906.316868
1	72	3424.737547	1998.777504
1	75	3671.787634	1996.000117
1	76	3790.848083	1789.710168
1	79	272.9076684	2263.233953
1	80	429.0884974	2362.832111
1	81	333.2532642	2493.881357
1	82	509.3601727	2144.353049
1	83	1623.376235	2054.513183
1	88	1951.932712	2051.99995
2	7	1621.223385	200.8200503
2	9	2044.038066	161.6592462
2	10	2499.27658	126.3014573
2	11	2190.024421	174.6920771
2	13	2716.387116	109.9761642
2	18	3863.491088	97.6301005
2	20	4000.256546	127.7664489
2	21	708.4271848	454.1503685
2	22	467.7682902	316.8178727
2	23	1496.350846	459.291742
2	24	1650.823731	300.4545561
2	37	4088.290743	288.2108375
2	39	660.7508463	1196.043501
2	42	689.5548187	814.2026298
2	43	942.412677	769.0007873
2	44	966.2021416	913.0359631
2	45	1097.680035	755.2230653
2	55	3860.506114	687.50933
2	58	3951.662591	950.7094975
2	59	668.9149223	1480.583199
2	60	737.2705354	1345.646348
2	61	522.2916062	1511.893585
2	62	696.9358204	1597.844338
2	63	855.8368566	1330.402295
2	64	1649.036857	1621.782864
2	71	3505.810777	1504.344338
2	72	3370.357755	1600.089899
2	75	3612.508187	1588.795092
2	76	3719.299378	1383.891407
2	79	259.6235579	1977.038141
2	80	418.2152677	2071.824573
2	81	327.589361	2203.080184
2	82	490.1997237	1855.858911
2	83	1596.503869	1728.677169
2	88	1921.638756	1711.702965
2	100	2332.692642	412.7664489
2	103	207.5568912	869.2071524
2	104	176.1929879	676.4965997
2	107	2558.212504	691.9999497
2	110	2681.52114	606.8284255
2	111	2882.350155	872.0002848
2	115	932.4848705	1327.959916
2	116	1185.629948	1398.731776
2	121	3361.922867	1248.491742
2	122	3529.559827	1324.643836
2	123	3638.792815	1267.99995
2	124	4321.398687	1160.129933
2	125	1737.466218	1827.99995
2	126	3556.305769	1623.99995
2	128	265.8931606	2061.777672
2	133	2644.823903	2455.99995
2	135	2277.756546	2315.99995
2	136	2387.647392	2071.332613
2	137	3461.445665	2495.99995
2	138	2865.743074	2317.889564
2	140	3571.277271	2157.91804
2	142	3645.475199	2148.310503
3	21	724.7967876	98.99090452
3	23	1505.406459	99.94115578
3	39	686.7152677	826.4500335
3	42	710.6769257	454.0533836
3	43	960.3472193	407.4240704
3	44	984.9467012	549.2178727
3	45	1113.272608	393.7636013
3	55	3851.984352	295.3058124
3	58	3942.370881	550.0790117
3	59	698.785734	1104.981524
3	60	764.2137133	973.2244054
3	61	557.0658722	1130.581859
3	62	727.1434197	1218.740318
3	63	881.024076	955.989062
3	64	1666.347565	1233.025578
3	71	3498.743247	1096.321223
3	72	3365.229948	1192.261759
3	75	3604.707323	1178.350034
3	76	3709.902314	976.7249079
3	79	304.7454922	1586.2234
3	80	460.5952332	1678.133451
3	81	374.3786528	1805.496767
3	82	527.8967876	1469.911005
3	83	1614.744456	1339.662429
3	88	1935.669326	1317.400787
3	100	2334.053955	47.61351759
3	103	234.8005872	509.1068174
3	104	200.8112953	319.9662814
3	107	2558.22304	320.2525461
3	110	2680.612332	234.1840369
3	111	2879.605769	492.4605863
3	115	957.5385838	952.8012898
3	116	1207.674162	1019.722563
3	121	3356.90525	854.6986097
3	122	3522.363627	921.8101675
3	123	3630.501451	864.1820268
3	124	4308.468808	748.3120101
3	125	1754.237547	1435.989397
3	126	3548.81475	1213.719045
3	128	312.4774439	1669.259581
3	133	2652.213886	2028.427755
3	135	2289.899378	1900.985377
3	136	2396.433748	1663.994757
3	137	3454.472608	2054.71737
3	138	2867.835302	1893.123233
3	140	3563.431675	1728.670469
3	142	3636.785043	1719.042328
3	145	951.8099136	443.7388107
3	149	281.5700173	519.9999497
3	152	1943.684007	803.9999497
3	154	3556.305769	927.9999497
3	165	156.9263212	2420.49727
3	171	2331.651019	2432.779347
3	172	2574.218204	2416.285879
4	39	684.7197582	503.9297655
4	42	703.9473921	141.4567337
4	43	951.084525	93.24115578
4	44	976.7023143	232.5942546
4	45	1101.851019	79.80681742
4	58	3900.231157	193.6610888
4	59	699.7909154	777.3240704
4	60	762.7475648	648.3947571
4	61	561.6641451	797.449866
4	62	728.5674266	887.5661139
4	63	878.7743351	629.0572362
4	64	1657.21544	891.2888945
4	71	3463.980035	731.731273
4	72	3332.859655	827.8118425
4	75	3569.406805	810.6656114
4	79	315.506114	1247.133116
4	80	470.1539551	1337.441156
4	81	386.1112953	1462.957069
4	82	534.1225216	1134.586047
4	83	1607.333921	997.0356281
4	88	1924.452746	970.2341206
4	103	231.3033506	196.3575712
4	115	954.5211399	625.0868844
4	116	1202.527703	688.3207203
4	121	3322.542729	504.4406533
4	122	3484.847392	563.0071524
4	124	4260.224249	379.2084925
4	128	324.2249396	1329.277002
4	133	2637.430466	1648.696935
4	135	2278.457755	1534.060251
4	136	2381.38228	1303.268961
4	138	2847.828048	1515.171307
4	145	942.9871157	129.3709715
4	149	277.8964421	207.2247404
4	152	1927.513541	471.8280905
4	154	3517.894888	568.3130151
4	165	183.3879793	2058.334456
4	171	2324.295579	2047.30799
4	172	2563.753955	2026.30464
4	187	4141.241347	473.6384757
4	189	3610.70715	858.9180402
4	190	3669.233748	603.1244054
4	191	1741.59057	1091.99995
4	195	3540.587634	1342.445008
4	196	2771.593333	1476.798275
4	198	3705.190225	1493.501457
4	200	4249.19696	1423.99995
4	201	4492.039275	1521.957739
4	206	2250.228912	1984.8033
4	207	3555.303351	1774.833116
4	208	3140.648256	1814.751039
4	209	4297.001969	1650.390905
4	212	4481.037547	1579.221725
4	213	-47.39440415	2147.219883
4	216	1457.610086	2528.42206
4	218	1201.819585	2512.60129
4	221	3428.450846	2507.99995
4	225	3681.213713	2211.442663
5	59	683.348601	443.7448409
5	60	745.4434197	317.6689615
5	62	711.8116408	550.7044724
5	63	860.8544732	298.0944221
5	64	1630.635475	554.4187102
5	71	3407.295406	393.0076549
5	72	3278.536166	488.3361307
5	75	3511.149292	470.0032998
5	79	302.571399	898.5161977
5	80	455.2315026	988.5275879
5	81	371.9088774	1111.235293
5	82	518.8539551	791.5250754
5	83	1580.948083	659.2716415
5	88	1894.468636	631.1011223
5	115	936.4943696	294.0629313
5	116	1182.199033	356.3403183
5	121	3270.705078	178.9373032
5	122	3428.481416	231.1595812
5	124	4190.701796	44.73077052
5	128	310.9118135	980.0136851
5	133	2593.594197	1285.210503
5	135	2241.024767	1178.468626
5	136	2342.563972	955.1857119
5	138	2799.928912	1154.634791
5	152	1898.456891	147.6984422
5	154	3460.761209	235.8580737
5	165	173.7387565	1688.673652
5	171	2285.019413	1672.992747
5	172	2521.115095	1650.69995
5	187	4072.605769	137.7321106
5	189	3552.318895	517.4719765
5	190	3609.585561	268.4592462
5	191	1712.514231	752.4954271
5	195	3480.696442	983.9838693
5	196	2725.726149	1117.675494
5	198	3641.65361	1130.091742
5	200	4172.585734	1058.960251
5	201	4410.010432	1151.526415
5	206	2212.378998	1613.106482
5	207	3492.964491	1399.303802
5	208	3088.219067	1441.762596
5	209	4218.047737	1273.345678
5	212	4398.547047	1206.728928
5	213	-53.60580311	1773.844841
5	216	1429.942556	2146.368124
5	218	1177.824767	2132.365276
5	221	3367.581244	2105.594255
5	225	3615.091606	1815.376499
5	233	1641.793333	582.2733166
5	234	3543.138756	967.8689615
5	235	3673.717513	978.7409883
5	236	34.96224525	1506.118375
5	242	2496.347219	1415.99995
5	255	1885.817686	2349.934121
5	259	3308.844456	2071.99995
5	262	3620.953092	2361.698777
6	62	729.3218307	165.9230653
6	64	1638.158964	170.9049749
6	71	3392.886598	5.476331658
